EVENT_ID,LOCATION_INDEX,EPISODE_ID,LOCATION,LATITUDE,LONGITUDE
883916,1,147048,VINELAND,46.12,-93.8
883916,2,147048,WAHKON,46.0848,-93.5305
883917,1,147048,WARMAN,46.04,-93.29
883918,1,147048,QUAMBA,46.01,-93.18
884127,1,147087,FARWELL,45.75,-95.62
884128,1,147087,GUTCHES GROVE,45.9,-95.08
884129,1,147087,BURTRUM,45.87,-94.67
884130,1,147087,VILLARD,45.71,-95.27
884131,1,147087,GLENWOOD,45.65,-95.39
884132,1,147087,GILMAN,45.75,-93.97
884133,1,147087,SARTELL,45.62,-94.21
884134,1,147087,SARTELL,45.62,-94.22
884135,1,147087,ST CLOUD,45.59,-94.19
884136,1,147087,COLD SPG,45.46,-94.43
884137,1,147087,ELK RIVER,45.31,-93.56
884138,1,147087,BUTTERNUT,44.14,-94.31
884139,1,147087,HANSKA,44.13,-94.42
884140,1,147087,MAHTOMEDI,45.06,-92.95
884141,1,147087,LAKE CRYSTAL,44.11,-94.22
884143,1,147087,LAKE CRYSTAL,44.1203,-94.2254
884143,2,147087,RAPIDAN,44.0666,-94.0515
884145,1,147087,BEAUFORD,44.0143,-93.905
884145,2,147087,PEMBERTON,43.98,-93.78
884146,1,147087,WALDORF,43.94,-93.7
884147,1,147087,WALDORF,43.94,-93.7
884148,1,147087,(AEL)ALBERT LEA ARPT,43.6804,-93.3654
884149,1,147087,(AEL)ALBERT LEA ARPT,43.68,-93.37
885623,1,147087,LEWISVILLE,43.96,-94.43
885624,1,147087,GRANADA,43.7,-94.35
885625,1,147087,SAVAGE,44.75,-93.35
885626,1,147087,LAKEVILLE,44.65,-93.29
885072,1,147194,MARYDEL,39.11,-75.74
885073,1,147194,MIDDLETOWN,39.45,-75.73
885074,1,147194,BLACKISTON,39.26,-75.73
885076,1,147194,CENTERVILLE,39.82,-75.64
885077,1,147194,CENTERVILLE,39.81,-75.62
885078,1,147194,MIDDLETOWN,39.45,-75.72
884885,1,147195,CHURCH HILL,39.14,-76
884887,1,147195,BLYTHEDALE,39.6,-76.08
884891,1,147195,BIGWOODS,39.28,-76.01
884893,1,147195,CALVERT,39.68,-75.99
884896,1,147195,GREENSBORO,38.97,-75.8
885104,1,147217,GARRISON MUNI ARPT,47.6,-101.42
886039,1,147217,BOTTINEAU ARPT,48.84,-100.42
885111,1,147218,LINTON MUNI ARPT,46.17,-100.38
885112,1,147218,STRASBURG,46.25,-99.91
885113,1,147218,DANZIG,46.18,-99.48
885114,1,147218,DANZIG,46.18,-99.35
885115,1,147218,ELLENDALE,46,-98.63
885165,1,147218,ASHLEY,46.1712,-99.1618
885248,1,147228,VERMILLION,39.79,-96.29
899328,1,147228,FRANKFORT,39.7,-96.42
899329,1,147228,AXTELL,39.87,-96.26
899330,1,147228,AXTELL,39.87,-96.25
901259,1,147228,BELLEVILLE,39.84,-97.63
892123,1,147241,GIBSONTON,27.85,-82.38
892123,2,147241,GIBSONTON,27.8497,-82.3778
892123,3,147241,GIBSONTON,27.8498,-82.3795
892123,4,147241,GIBSONTON,27.8498,-82.3799
892124,1,147241,LITHIA,27.85,-82.22
892125,1,147241,OAK KNOLL,27.49,-82.31
892125,2,147241,OAK KNOLL,27.4917,-82.3052
892125,3,147241,OAK KNOLL,27.4951,-82.3086
892125,4,147241,LAKE MANATEE STATE PARK,27.4928,-82.3117
892126,1,147241,THONOTOSASSA,28.06,-82.3
892126,2,147241,THONOTOSASSA,28.0601,-82.2979
892126,3,147241,THONOTOSASSA,28.0587,-82.2978
892126,4,147241,THONOTOSASSA,28.0587,-82.2999
892127,1,147241,LAKE PANASOFFKEE,28.77,-82.17
892128,1,147241,LINDEN,28.57,-82.01
892128,2,147241,LINDEN,28.5667,-82.0085
892156,1,147241,CLEARWATER,27.9783,-82.77
892156,2,147241,CLEARWATER,27.99,-82.7631
892157,1,147241,OXFORD,28.93,-82.08
892157,2,147241,OXFORD,28.9233,-82.0764
892158,1,147241,SUNNYLAND,27.27,-82.51
892158,2,147241,SUNNYLAND,27.2693,-82.5111
892158,3,147241,SUNNYLAND,27.2693,-82.5097
892158,4,147241,SUNNYLAND,27.2694,-82.5085
892159,1,147241,BELSPUR,27.31,-82.48
892159,2,147241,BEE RIDGE,27.3083,-82.4814
892159,3,147241,BELSPUR,27.3083,-82.4802
892159,4,147241,BELSPUR,27.3083,-82.4793
892160,1,147241,OSPREY,27.19,-82.49
892160,2,147241,OSPREY,27.1895,-82.4901
892160,3,147241,OSPREY,27.1898,-82.4894
892160,4,147241,OSPREY,27.19,-82.4888
885405,1,147257,NAVAJO DAM,36.81,-107.65
885408,1,147257,BELEN,34.65,-106.83
885431,1,147263,ALLEN,44.6285,-91.4242
885431,2,147263,ALTOONA,44.7606,-91.4078
885431,3,147263,FALL CREEK,44.8471,-91.3162
885431,4,147263,WILSON,44.8379,-90.9472
885431,5,147263,FAIRCHILD,44.6519,-91.0267
885433,1,147263,BATEMAN,44.9214,-91.197
885433,2,147263,CADOTT,44.92,-91.15
885433,3,147263,BOYD,44.9357,-90.9789
885433,4,147263,STANLEY,45.112,-90.9241
885433,5,147263,JIM FALLS,45.0435,-91.1333
885434,1,147263,CADOTT,44.95,-91.15
885435,1,147263,BATEMAN,44.92,-91.32
885436,1,147263,DURAND,44.66,-91.67
885437,1,147263,HOLCOMBE,45.22,-91.13
885438,1,147263,AUGUSTA,44.73,-91.17
885440,1,147263,AUGUSTA,44.7,-91.13
885618,1,147264,NEW MUNICH,45.59,-94.75
885621,1,147264,DANUBE,44.8795,-95.1011
885621,2,147264,DANUBE,44.8841,-95.0991
885646,1,147264,(GDB)GRANITE FALLS AIRPORT,44.75,-95.56
885649,1,147264,MINNESOTA FALLS,44.87,-95.48
898992,1,147275,LISCO,41.56,-102.55
885510,1,147277,SHEBOYGAN,43.749,-87.693
885542,1,147278,GREENTOWN,40.48,-85.97
885543,1,147278,WHITESTOWN,39.97,-86.34
885544,1,147278,CASSVILLE,40.54,-86.18
885545,1,147278,TIPTON,40.28,-86.09
885546,1,147278,GREENTOWN,40.48,-85.96
885547,1,147278,GREENTOWN,40.48,-85.97
885548,1,147278,SYCAMORE,40.48,-85.92
885549,1,147278,CENTER,40.46,-86.06
885550,1,147278,WINDFALL,40.36,-85.96
885551,1,147278,NEVADA,40.39,-86.02
885552,1,147278,PHLOX,40.42,-85.93
885553,1,147278,JEROME,40.46,-85.92
885554,1,147278,GASTON,40.32,-85.5
885555,1,147278,SHARPSVILLE,40.38,-86.08
885533,1,147280,NEW SALEM,39.53,-85.34
885535,1,147280,HOWELL BROTHERS ARPT,39.57,-85.4
885567,1,147283,LARCHMONT HARBOR WXFLOW,40.9181,-73.7312
885569,1,147283,BAYVILLE WXFLOW,40.9023,-73.6326
885572,1,147283,NORWALK LIGHT WXFLOW,41.0767,-73.3837
885577,1,147283,STATION KPTN6,40.85,-73.7898
885581,1,147283,STAMFORD HARBOR,41.002,-73.571
885583,1,147283,EATONS NECK WXFLOW,40.954,-73.3955
885680,1,147283,POINT O WOODS WXFLOW,40.7,-73.2
885689,1,147283,BLUE POINT WXFLOW,40.7323,-73.0349
885692,1,147287,WARWICK,41.2531,-74.3612
885694,1,147287,PLEASANTVILLE,41.14,-73.78
885697,1,147287,VALHALLA,41.0795,-73.7731
885699,1,147287,HAWTHORNE,41.1,-73.79
885704,1,147287,HOLBROOK,40.82,-73.08
885708,1,147287,MEDFORD,40.8,-73
885717,1,147291,GRASSY LICK,38.0671,-84.0082
885722,1,147291,SHARPSBURG,38.1658,-83.9211
885722,2,147291,SHARPSBURG,38.1898,-83.9124
885725,1,147291,WOODSTOCK,37.2596,-84.5169
885725,2,147291,BANDY,37.2932,-84.5039
885726,1,147291,NORWOOD,37.1632,-84.6401
885728,1,147291,GRADE,37.0717,-84.4613
885731,1,147291,WABD,37.3033,-84.4009
885736,1,147291,FLEMINGSBURG,38.4072,-83.715
902627,1,148356,CHARLSON,47.9798,-102.5752
893653,1,148360,SCENIC,43.71,-102.37
893655,1,148360,PHILIP,44.02,-101.93
893656,1,148360,MIDLAND,44.17,-101.17
893659,1,148366,PARMELEE,43.23,-101.2
893660,1,148366,PARMELEE,43.32,-101.1394
893663,1,148367,HARRINGTON,43.01,-101.25
893672,1,148369,CAMP CROOK,45.6436,-103.9246
893673,1,148369,CAMP CROOK,45.65,-103.95
893674,1,148369,LADNER,45.69,-103.84
893675,1,148369,LADNER,45.83,-103.6885
893677,1,148369,LUDLOW,45.94,-103.49
893680,1,148370,(ICR)WINNER AIRPORT,43.39,-99.84
893684,1,148371,RED ELM,45.0545,-101.8089
893685,1,148371,RED ELM,45.0102,-101.9603
893686,1,148371,(D07)FAITH ARPT,45.03,-102.02
893687,1,148372,ST FRANCIS,43.07,-100.81
893688,1,148372,MISSION,43.06,-100.51
893689,1,148372,MISSION,43.09,-100.53
893690,1,148372,MISSION,43.09,-100.53
893695,1,148374,GILLETTE,44.29,-105.5
893696,1,148374,GILLETTE,44.2633,-105.4845
893697,1,148374,GILLETTE,44.2845,-105.4813
893698,1,148374,GILLETTE,44.2755,-105.5
893699,1,148374,GILLETTE,44.2466,-105.5
893700,1,148374,GILLETTE,44.2633,-105.4845
893701,1,148377,WRIGHT,43.93,-105.45
893706,1,148378,HOT SPRINGS,43.43,-103.4003
893710,1,148379,CUSTER,43.771,-103.573
893715,1,148379,CUSTER,43.77,-103.6
904934,1,148379,CUSTER,43.8,-103.6
904934,2,148379,CUSTER,43.78,-103.51
904934,3,148379,CUSTER,43.73,-103.51
904934,4,148379,CUSTER,43.76,-103.6
893725,1,148382,CARTER,43.3391,-100.1437
894006,1,148412,EARTH,34.1802,-102.5455
894011,1,148412,WOLFFORTH,33.4198,-102.0598
894012,1,148412,ABERNATHY,33.8577,-101.7695
894014,1,148412,NEW HOME,33.32,-101.92
894015,1,148412,TAHOKA,33.2201,-101.7601
894016,1,148412,GRAHAM CHAPEL,33.0815,-101.5162
894017,1,148412,BROWNFIELD,33.18,-102.28
895979,1,148739,BRUSHY,42.45,-94
895980,1,148739,TITONKA,43.24,-94.04
895981,1,148739,DAKOTA CITY,42.73,-94.22
895982,1,148739,DAKOTA CITY,42.72,-94.2
895983,1,148739,MURRAY,41.04,-93.98
895992,1,148739,EVANSDALE,42.46,-92.28
895993,1,148739,EVANSDALE,42.46,-92.3
895994,1,148739,WATERLOO,42.49,-92.32
895998,1,148739,IOWA FALLS MUNI ARPT,42.49,-93.26
895999,1,148739,IOWA FALLS,42.52,-93.27
896005,1,148739,UNIQUE,42.69,-94.37
896006,1,148739,DAKOTA CITY,42.72,-94.21
896007,1,148739,UNIQUE,42.72,-94.3
896009,1,148739,DAKOTA CITY,42.68,-94.21
896010,1,148739,FARLIN,42.08,-94.48
896011,1,148739,JEFFERSON,42.02,-94.38
896012,1,148739,BOUTON,41.85,-94.01
896013,1,148739,DALLAS CENTER,41.69,-93.96
896014,1,148739,ASHAWA,41.57,-93.77
896015,1,148739,WEST DES MOINES,41.57,-93.7
896016,1,148739,ASHAWA,41.58,-93.77
896017,1,148739,URBANDALE,41.64,-93.74
885736,2,147291,DALESBURG,38.48,-83.7078
885740,1,147291,EGLON,37.4295,-84.1399
885744,1,147291,WANETA,37.47,-84.04
885748,1,147291,FOXTOWN,37.5077,-83.9938
885753,1,147291,ANNVILLE,37.32,-83.97
885759,1,147291,RAVENNA,37.6897,-83.9275
885763,1,147291,SYMBOL,37.2627,-84.1685
885763,2,147291,SYMBOL,37.2771,-84.1606
885764,1,147291,SLADE,37.7689,-83.7398
885765,1,147291,LOWER BUFFALO,37.5199,-83.6984
885768,1,147291,GATES,38.2599,-83.379
885769,1,147291,HALDEMAN,38.227,-83.3167
885770,1,147291,PAXTON,37.6589,-83.4049
885773,1,147291,WEST LIBERTY,37.9139,-83.2635
885775,1,147291,FLATGAP,37.92,-82.89
885776,1,147291,PAINTSVILLE,37.82,-82.81
885712,1,147293,STATION SDHN4,40.467,-74.009
885715,1,147294,ASSARIA,38.68,-97.6
885724,1,147298,LITTLE NECK,40.76,-73.74
885727,1,147298,HICKSVILLE,40.7882,-73.5056
885730,1,147298,HICKSVILLE,40.7868,-73.5106
885733,1,147301,FIRE ISLAND WXFLOW,40.6392,-73.7639
885750,1,147301,STATION 44025,41.2018,-72.1192
885738,1,147302,VERSAILLES,41.6,-72.02
885742,1,147302,JEWETT CITY,41.6082,-71.9771
885978,1,147328,DWYER,39.69,-84.21
885979,1,147328,NATIONAL MILITARY HO,39.75,-84.25
885980,1,147328,CROSSWICK,39.53,-84.09
885981,1,147328,GOES,39.7835,-83.9208
885982,1,147328,FT MC KINLEY,39.78,-84.24
886249,1,147328,MT ST JOSEPH,39.1,-84.63
886250,1,147328,(DAY)COX DAYTON INTL,39.9,-84.22
886251,1,147328,LEBANON JCT,39.73,-84.13
886252,1,147328,LEBANON JCT,39.74,-84.13
886253,1,147328,MORGAN PLACE,39.89,-84.26
886254,1,147328,TROY,40.06,-84.2
886257,1,147328,PIQUA,40.1647,-84.2556
886258,1,147328,GOES,39.7843,-83.936
886374,1,147328,SIDNEY,40.2801,-84.155
886376,1,147328,SIDNEY,40.28,-84.15
886377,1,147328,SIDNEY,40.2793,-84.1628
886378,1,147328,PORT JEFFERSON,40.33,-84.09
886379,1,147328,PLEASANT HILL,40.0549,-84.3471
891024,1,147328,SUGAR GROVE,40.0774,-84.354
891024,2,147328,SUGAR GROVE,40.0781,-84.3456
886010,1,147333,DURANGO,37.3089,-107.7882
886113,1,147338,RHAME,46.01,-103.8
886116,1,147338,RHAME,46.24,-103.61
886117,1,147338,HETTINGER ARPT,46.01,-102.64
886129,1,147338,BOWMAN,46.19,-103.39
886180,1,147338,MINOT,48.2,-101.31
886065,1,147341,REEDSBURG MUNI ARPT,43.54,-89.94
886065,2,147341,BARABOO,43.4634,-89.713
886067,1,147341,LONE ROCK AIRPORT,43.21,-90.19
886075,1,147341,BLUE MOUNDS,43.02,-89.83
886076,1,147341,MAPLE BLUFF,43.1,-89.33
886080,1,147341,WESTFIELD,43.88,-89.52
886080,2,147341,ENDEAVOR,43.672,-89.4598
886083,1,147341,MARQUETTE,43.74,-89.14
886084,1,147341,KINGSTON,43.69,-89.13
886090,1,147341,WISCONSIN DELLS,43.62,-89.77
886097,1,147341,PORTAGE,43.55,-89.47
886097,2,147341,PARDEEVILLE,43.5341,-89.3019
886098,1,147341,LEWISTON,43.63,-89.56
886104,1,147341,ARLINGTON,43.34,-89.38
886125,1,147341,FOND DU LAC  AIRPORT,43.7816,-88.4836
886125,2,147341,TAYCHEEDAH,43.7601,-88.3947
886131,1,147341,MT CALVARY,43.83,-88.25
886132,1,147341,JOHNSBURG,43.88,-88.24
886133,1,147341,MT CALVARY,43.81,-88.22
886134,1,147341,DUNDEE,43.65,-88.2
886138,1,147341,PLYMOUTH,43.75,-87.97
886145,1,147341,KOHLER,43.73,-87.76
886146,1,147341,(SBM)SHEBOYGAN CO AR,43.77,-87.85
886154,1,147341,BEAVER DAM,43.46,-88.84
886157,1,147341,WAUPUN,43.63,-88.74
886159,1,147341,JUNEAU,43.41,-88.7
886161,1,147341,HUSTISFORD,43.35,-88.6
886164,1,147341,DANVILLE,43.36,-88.99
886169,1,147341,HOLY HILL,43.25,-88.37
886173,1,147341,ST ANTHONY,43.43,-88.28
886177,1,147341,HARTFORD,43.31,-88.34
886178,1,147341,SAUKVILLE,43.39,-87.97
886179,1,147341,FIVE CORNERS,43.32,-88.04
886082,1,147347,HIAWATHA CAMP,40.83,-109.01
886085,1,147347,GREYSTONE,40.74,-108.84
886086,1,147347,MEEKER ARPT,40.05,-107.88
886088,1,147347,DURHAM,39.11,-108.6
886089,1,147347,CLIFTON,39.08,-108.44
886091,1,147347,(CEZ)CORTEZ ARPT,37.3,-108.63
886093,1,147347,ORCHARD MESA,39.03,-108.52
886093,2,147347,GRAND JCT,39.05,-108.52
886096,1,147347,FRUITA,39.16,-108.74
887498,1,147347,CAMEO,39.2,-108.27
887499,1,147347,DOUGLAS PASS,39.6,-108.81
887500,1,147347,DOVE CREEK,37.81,-109.02
887501,1,147347,CAHONE,37.68,-108.91
890831,1,147347,GRAND JCT,39.0953,-108.5308
890832,1,147347,ORCHARD MESA,39.0439,-108.5347
890833,1,147347,GRAND JCT,39.0459,-108.5208
886107,1,147351,HAMILTON,48.8,-97.45
886114,1,147351,ST THOMAS,48.66,-97.45
886118,1,147352,BIG WOODS,48.33,-97.05
886136,1,147353,MOAB,38.57,-109.55
886139,1,147353,(CNY)CANYONLANDS FLD,38.76,-109.74
886143,1,147353,(4BL)BLANDING MUNI A,37.58,-109.47
886147,1,147353,CRESCENT JCT,38.95,-109.79
886148,1,147353,ANETH,37.23,-109.21
889038,1,147354,BEVENT,44.76,-89.38
889039,1,147354,FONTENOY,44.37,-87.81
889040,1,147354,MARIBEL,44.28,-87.81
886200,1,147355,MACK,39.27,-108.93
886201,1,147355,DURHAM,39.09,-108.58
886202,1,147355,(1V1)RIFLE ARPT,39.53,-107.73
886208,1,147355,RANGELY,39.92,-108.89
886209,1,147355,SKYWAY,39.09,-108.12
886211,1,147355,MEEKER ARPT,40.05,-107.88
887493,1,147355,DE BEQUE,40.76,-107.85
887494,1,147355,BUFORD,40.08,-107.37
887495,1,147355,BLUE MTN,40.24,-108.77
887496,1,147355,DOLORES,37.48,-108.55
891170,1,148004,WEST HAMLIN,38.29,-82.17
891171,1,148004,MINERAL WELLS ARPT,39.18,-81.51
891172,1,148004,BYRNSIDE,38.36,-81.95
891175,1,148004,PENNSBORO,39.28,-80.98
891207,1,148014,FOSTER,38.7936,-84.2156
891207,2,148014,FOSTER,38.7917,-84.215
891207,3,148014,FOSTER,38.7926,-84.2137
891207,4,148014,FOSTER,38.794,-84.2146
891209,1,148014,PARK HILLS,39.08,-84.52
891209,2,148014,PARK HILLS,39.0798,-84.5199
891209,3,148014,PARK HILLS,39.0799,-84.5201
891209,4,148014,PARK HILLS,39.08,-84.5201
891212,1,148014,FOSTER,38.8,-84.21
891360,1,148029,CROSSTOWN,37.7722,-89.7977
891362,1,148029,HARVIELL,36.6534,-90.52
899003,1,148029,FREMONT,36.9481,-91.1754
899003,2,148029,FREMONT,36.9291,-91.1238
899003,3,148029,EASTWOOD,36.9327,-91.0864
899003,4,148029,SOUTH VAN BUREN,36.9454,-91.049
899003,5,148029,VAN BUREN,37.014,-91.0482
899003,6,148029,FREMONT,37.0001,-91.1549
891365,1,148030,MURPHYSBORO,37.7423,-89.4146
891370,1,148031,ELKTON,36.7688,-87.2139
899012,1,148031,HENDERSON,37.83,-87.58
899012,2,148031,SPOTTSVILLE,37.85,-87.42
899012,3,148031,REED,37.85,-87.35
899012,4,148031,HEBBARDSVILLE,37.7601,-87.4071
899012,5,148031,ROBARDS,37.67,-87.55
899012,6,148031,CORYDON,37.73,-87.7
899013,1,148031,CALHOUN,37.53,-87.27
899013,2,148031,ISLAND,37.45,-87.15
899013,3,148031,LIVERMORE,37.48,-87.13
899013,4,148031,NUCKOLS,37.5174,-87.1449
899013,5,148031,CALHOUN,37.555,-87.2445
899021,1,148031,OWENSBORO,37.77,-87.12
899021,2,148031,KNOTTSVILLE,37.77,-86.9
899021,3,148031,WHITESVILLE,37.68,-86.88
899021,4,148031,UTICA,37.62,-87.12
899021,5,148031,PANTHER,37.6329,-87.2429
899021,6,148031,CURDSVILLE,37.73,-87.33
899022,1,148031,CENTRAL CITY,37.329,-87.13
899022,2,148031,CENTRAL CITY,37.3,-87.0936
899022,3,148031,CENTRAL CITY,37.2711,-87.13
899022,4,148031,CENTRAL CITY,37.3,-87.1664
899381,1,148031,PARADISE,37.27,-86.98
899381,2,148031,MARTWICK,37.3111,-86.9868
899381,3,148031,MARTWICK,37.3116,-86.9944
899381,4,148031,PARADISE,37.27,-86.9878
891402,1,148034,(RWL)RAWLINS AIRPORT,41.81,-107.2
891403,1,148034,COYOTE SPRINGS,41.74,-106.84
891404,1,148035,CARPENTER,41.03,-104.34
891405,1,148035,CARPENTER,41.11,-104.36
891406,1,148035,CARPENTER,41.04,-104.38
891407,1,148035,ARCHER,41.16,-104.63
891408,1,148035,(CYS)CHEYENNE AIRPORT,41.18,-104.84
891409,1,148035,(CYS)CHEYENNE AIRPORT,41.17,-104.77
891410,1,148035,(CYS)CHEYENNE AIRPORT,41.17,-104.79
891411,1,148035,(CYS)CHEYENNE AIRPORT,41.18,-104.75
891412,1,148035,ARCHER,41.2,-104.72
891413,1,148035,(CYS)CHEYENNE AIRPORT,41.17,-104.78
891414,1,148035,(CYS)CHEYENNE AIRPORT,41.17,-104.81
891415,1,148035,(CYS)CHEYENNE AIRPORT,41.17,-104.78
891416,1,148035,FEDERAL,41.27,-105.1
891418,1,148036,(SNY)SIDNEY ARPT,41.1,-102.98
891419,1,148036,DALTON,41.39,-102.97
891453,1,148048,BRITTON,41.99,-83.83
891454,1,148049,CHESTERFIELD,42.66,-82.88
891455,1,148049,DEFORD,43.53,-83.23
891456,1,148049,FAIRGROVE,43.52,-83.54
891457,1,148049,GENESEE,43.09,-83.6
891458,1,148049,BELSAY,43,-83.62
894018,1,148414,MC ADOO,33.7701,-101
894019,1,148414,CROSBYTON MUNI ARPT,33.5253,-101.1651
899779,1,148414,CROSBYTON,33.6433,-101.2633
894074,1,148416,PRAY,44.36,-90.55
894075,1,148416,TREMPEALEAU,44.01,-91.44
894077,1,148416,HATFIELD,44.42,-90.73
894078,1,148416,MERRILLAN,44.45,-90.84
894079,1,148416,TAYLOR,44.32,-91.12
894081,1,148416,TREMPEALEAU,44.01,-91.44
894083,1,148416,NEW AMSTERDAM,43.99,-91.32
894085,1,148416,DODGE,44.11,-91.58
894088,1,148416,BLAIR,44.3,-91.23
894089,1,148416,NEILLSVILLE,44.56,-90.59
894092,1,148416,HOLMEN,43.9681,-91.2737
894092,2,148416,MIDWAY,43.93,-91.24
895744,1,148416,WEST SALEM,43.9,-91.1
895746,1,148416,(LSE)LA CROSSE MUNI,43.88,-91.25
895749,1,148416,NEW ROME,44.17,-89.89
895750,1,148416,ONALASKA,43.89,-91.21
895751,1,148416,NEW ROME,44.22,-89.79
895752,1,148416,HERRINGTON,43.81,-91.2
895756,1,148416,SPARTA,43.94,-90.81
895760,1,148416,COON VLY,43.7,-91.01
895761,1,148416,TOMAH,43.97,-90.5
895762,1,148416,TOMAH,43.97,-90.52
896232,1,148416,FRIENDSHIP,43.97,-89.82
896234,1,148416,STODDARD,43.72,-91.17
896236,1,148416,ELROY,43.74,-90.27
896238,1,148416,WHITE CREEK,43.84,-89.79
896239,1,148416,BELL CENTER,43.32,-90.84
896240,1,148416,RICHLAND CENTER,43.32,-90.38
896780,1,148416,TREMPEALEAU,44.02,-91.45
896786,1,148416,WHITEHALL,44.37,-91.35
896787,1,148416,COUNCIL BAY,44.04,-91.29
896018,1,148739,SPRING HILL,41.42,-93.69
896019,1,148739,DES MOINES,41.6,-93.65
896020,1,148739,WINDSOR HGTS,41.61,-93.7
896021,1,148739,FT DES MOINES,41.53,-93.61
896022,1,148739,BEWBERN,41.23,-93.24
896024,1,148739,COLUMBIA,41.23,-93.11
896025,1,148739,DAKOTA CITY,42.71,-94.22
896026,1,148739,REINBECK,42.32,-92.61
896027,1,148739,ESTHERVILLE ARPT,43.41,-94.75
896028,1,148739,ESTHERVILLE ARPT,43.41,-94.75
896029,1,148739,DOWS,42.59,-93.53
896030,1,148739,BAGLEY,41.85,-94.43
896031,1,148739,BAYARD,41.85,-94.56
896032,1,148739,MINBURN,41.75,-94.06
896033,1,148739,DALLAS CENTER,41.68,-93.96
896034,1,148739,GRIMES,41.69,-93.8
896035,1,148739,HADDEN HILL,41.59,-93.83
896036,1,148739,DODGE FLD ARPT,41.68,-93.75
896037,1,148739,(DSM)DES MOINES INTL,41.53,-93.66
898646,1,148739,BANCROFT,43.27,-94.14
898647,1,148739,WATERLOO,42.47,-92.34
898648,1,148739,TRIPOLI,42.84,-92.26
898649,1,148739,PERRY,41.84,-94.13
898650,1,148739,REINBECK,42.33,-92.59
898651,1,148739,REINBECK,42.34,-92.54
896122,1,148740,ESPYVILLE,40.5758,-83.2135
896122,2,148740,MARION,40.5937,-83.0993
902315,1,148740,EDENVILLE,40.83,-83.48
902316,1,148740,MT CORY,40.94,-83.85
902317,1,148740,CRAWFORD,40.92,-83.36
902318,1,148740,NEW STARK,40.86,-83.79
902320,1,148740,BENTON RIDGE,41.01,-83.79
902321,1,148740,FINDLAY,41.05,-83.65
902322,1,148740,ARCADIA,41.11,-83.51
902323,1,148740,NORTH BALTIMORE,41.19,-83.68
902324,1,148740,AUSTINTOWN,41.09,-80.75
902325,1,148740,KINSMAN,41.44,-80.59
902326,1,148740,POLAND,41.02,-80.61
902891,1,148740,BLOOMDALE,41.1706,-83.5609
902892,1,148740,RISING SUN,41.27,-83.43
902893,1,148740,BRADNER,41.32,-83.45
902894,1,148740,PEMBERVILLE,41.4,-83.47
902895,1,148740,PUT IN BAY,41.6486,-82.8239
902896,1,148740,LIMESTONE,41.54,-83.22
902897,1,148740,OAK HARBOR,41.5,-83.17
902897,2,148740,MARBLEHEAD,41.5437,-82.7404
902898,1,148740,KINGSWAY,41.4532,-83.1448
902899,1,148740,NEW RIEGEL,41.05,-83.35
902900,1,148740,TIFFIN SENECA CO ARP,41.1089,-83.2213
902900,2,148740,TIFFIN,41.1144,-83.175
902901,1,148740,NORTH ROBINSON,40.7631,-82.8575
902902,1,148740,NEW LONDON,41.08,-82.41
902905,1,148740,BERLIN HGTS,41.32,-82.5
902908,1,148740,BIRMINGHAM,41.3229,-82.3577
903610,1,148740,CRYSTAL ROCK,41.4394,-82.8193
903611,1,148740,WILMER,41.4012,-82.7274
903611,2,148740,SANDUSKY,41.4605,-82.7032
903612,1,148740,WESTFIELD,40.44,-83.02
903613,1,148740,WILLIAMSPORT,40.58,-82.73
903614,1,148740,(MFD)LAHM MUNI ARPT,40.82,-82.52
903615,1,148740,MT VERNON,40.3964,-82.4788
903616,1,148740,WINDSOR,40.78,-82.41
903617,1,148740,PERRYSVILLE,40.6501,-82.3301
904909,1,148740,ROCHESTER,41.12,-82.28
904909,2,148740,LA GRANGE,41.2356,-82.1128
904912,1,148740,AVON LAKE,41.49,-82.02
904913,1,148740,ELYRIA,41.36,-82.09
904913,2,148740,NORTH RIDGEVILLE,41.3834,-82.0213
904915,1,148740,HOMERVILLE,41.04,-82.15
905034,1,148740,HAYESVILLE,40.7495,-82.223
905035,1,148740,LOUDONVILLE,40.63,-82.23
905036,1,148740,FREDERICKSBURG,40.68,-81.87
905037,1,148740,SMITHVILLE,40.88,-81.83
905038,1,148740,MC ZENA,40.6534,-82.1226
905039,1,148740,WESTLAKE,41.46,-81.93
905040,1,148740,EAST CLEVELAND,41.51,-81.57
905041,1,148740,CHARDON,41.5804,-81.2424
905042,1,148740,SOUTH RUSSELL,41.4306,-81.2956
887503,1,147355,DOUGLAS PASS,39.5975,-108.8053
888411,1,147355,HIAWATHA CAMP,40.83,-109.01
888432,1,147355,GRAND MESA,39.04,-107.96
888433,1,147355,HAYDEN,40.49,-107.36
888434,1,147355,SNOWMASS,39.37,-107.04
889187,1,147355,CRAIG,40.5489,-107.5473
889189,1,147355,ELK PARK,37.7466,-107.6624
889189,2,147355,ELK PARK,37.7408,-107.661
889189,3,147355,ELK PARK,37.7469,-107.6054
889189,4,147355,SILVERTON,37.7529,-107.6079
889190,1,147355,TELLURIDE,37.9313,-107.7799
889190,2,147355,TELLURIDE,37.9302,-107.7783
889190,3,147355,TELLURIDE,37.9399,-107.7667
889190,4,147355,TELLURIDE,37.9421,-107.7678
890829,1,147355,SKYWAY,39.0423,-107.9649
890830,1,147355,CRAIG,40.542,-107.6397
886190,1,147356,MEXICAN HAT,37.27,-109.92
